epoch,accuracy,loss,val_accuracy,val_loss
9,0.9707750082015991,0.10756020247936249,0.9897500276565552,0.050280824303627014
10,0.9766749739646912,0.08876901119947433,0.9923333525657654,0.03866869583725929
11,0.9760749936103821,0.08890274167060852,0.9878333210945129,0.04935756325721741
0,0.9779250025749207,0.08571989089250565,0.984083354473114,0.0759655013680458
1,0.980858325958252,0.07663341611623764,0.9918333292007446,0.037294384092092514
2,0.9831166863441467,0.07131810486316681,0.9915000200271606,0.03987247869372368
3,0.9835500121116638,0.068538598716259,0.9934166669845581,0.03269832208752632
4,0.9842833280563354,0.06671404093503952,0.9929999709129333,0.03524404764175415
5,0.9819999933242798,0.07836778461933136,0.9939166903495789,0.028953490778803825
6,0.986466646194458,0.05725871026515961,0.9936666488647461,0.026383239775896072
7,0.9813416600227356,0.07617275416851044,0.9942499995231628,0.03238391876220703
8,0.9857666492462158,0.05960783734917641,0.987333357334137,0.04936174675822258
9,0.9883999824523926,0.05109274387359619,0.9956666827201843,0.0214594267308712
10,0.987666666507721,0.054086100310087204,0.9955833554267883,0.022884264588356018
11,0.988183319568634,0.05304723605513573,0.9921666383743286,0.04266810789704323
0,0.5661333203315735,1.0720105171203613,0.7335833311080933,0.6895307898521423
1,0.7138916850090027,0.6677596569061279,0.8265833258628845,0.4654912054538727
2,0.7718250155448914,0.5310131907463074,0.8184999823570251,0.4432128369808197
3,0.7772416472434998,0.5224596858024597,0.8262500166893005,0.3935776352882385
4,0.808650016784668,0.42748576402664185,0.8321666717529297,0.34124577045440674
5,0.8355083465576172,0.3557828664779663,0.8649166822433472,0.25672227144241333
6,0.8640083074569702,0.3599691689014435,0.937333345413208,0.1703195422887802
7,0.9312916398048401,0.20965474843978882,0.9866666793823242,0.09263160079717636
8,0.9592750072479248,0.15098470449447632,0.9852499961853027,0.07423773407936096
9,0.9596583247184753,0.16288304328918457,0.9794999957084656,0.10537820309400558
10,0.9491833448410034,0.19810639321804047,0.8584166765213013,0.277407705783844
11,0.9318333268165588,0.18992075324058533,0.9829999804496765,0.07634445279836655
